"101" ,269 ,"President" ,"NP" ,15 ,"Barack Obama" ,"NP" ,"Election Day TS" ,14 ,
"117" ,270 ,"United States Senator" ,"NP" ,35 ,"Paul Sadler" ,"NP" ,"Total" ,10 ,
"117" ,270 ,"United States Senator" ,"NP" ,45 ,"Addie Dainell Allen" ,"NP" ,"Election Day TS" ,2 ,
"117" ,270 ,"United States Senator" ,"NP" ,45 ,"Addie Dainell Allen" ,"NP" ,"Election Day OS" ,0 ,
"117" ,270 ,"United States Senator" ,"NP" ,45 ,"Addie Dainell Allen" ,"NP" ,"Early Voting" ,0 ,
"117" ,270 ,"United States Senator" ,"NP" ,45 ,"Addie Dainell Allen" ,"NP" ,"Early Voting Mail" ,0 ,
"117" ,270 ,"United States Senator" ,"NP" ,45 ,"Addie Dainell Allen" ,"NP" ,"Early Voting" ,2 ,
"117" ,270 ,"United States Senator" ,"NP" ,45 ,"Addie Dainell Allen" ,"NP" ,"Early Voting Paper Dem" ,0 ,
"117" ,270 ,"United States Senator" ,"NP" ,45 ,"Addie Dainell Allen" ,"NP" ,"Total" ,4 ,
"117" ,275 ,"U.S. Rep, Dist 15" ,"NP" ,10 ,"Rubén Hinojosa" ,"NP" ,"Election Day TS" ,4 ,
"117" ,275 ,"U.S. Rep, Dist 15" ,"NP" ,10 ,"Rubén Hinojosa" ,"NP" ,"Election Day OS" ,0 ,
"117" ,275 ,"U.S. Rep, Dist 15" ,"NP" ,10 ,"Rubén Hinojosa" ,"NP" ,"Early Voting" ,0 ,
"117" ,275 ,"U.S. Rep, Dist 15" ,"NP" ,10 ,"Rubén Hinojosa" ,"NP" ,"Early Voting Mail" ,0 ,
"117" ,275 ,"U.S. Rep, Dist 15" ,"NP" ,10 ,"Rubén Hinojosa" ,"NP" ,"Early Voting" ,3 ,
"117" ,275 ,"U.S. Rep, Dist 15" ,"NP" ,10 ,"Rubén Hinojosa" ,"NP" ,"Early Voting Paper Dem" ,0 ,
"117" ,275 ,"U.S. Rep, Dist 15" ,"NP" ,10 ,"Rubén Hinojosa" ,"NP" ,"Total" ,7 ,
"117" ,275 ,"U.S. Rep, Dist 15" ,"NP" ,20 ,"Ruben Ramon Ramirez" ,"NP" ,"Election Day TS" ,3 ,
"117" ,275 ,"U.S. Rep, Dist 15" ,"NP" ,20 ,"Ruben Ramon Ramirez" ,"NP" ,"Election Day OS" ,0 ,
"117" ,275 ,"U.S. Rep, Dist 15" ,"NP" ,20 ,"Ruben Ramon Ramirez" ,"NP" ,"Early Voting" ,0 ,
"117" ,275 ,"U.S. Rep, Dist 15" ,"NP" ,20 ,"Ruben Ramon Ramirez" ,"NP" ,"Early Voting Mail" ,0 ,
"117" ,275 ,"U.S. Rep, Dist 15" ,"NP" ,20 ,"Ruben Ramon Ramirez" ,"NP" ,"Early Voting" ,1 ,
"117" ,275 ,"U.S. Rep, Dist 15" ,"NP" ,20 ,"Ruben Ramon Ramirez" ,"NP" ,"Early Voting Paper Dem" ,0 ,
"117" ,275 ,"U.S. Rep, Dist 15" ,"NP" ,20 ,"Ruben Ramon Ramirez" ,"NP" ,"Total" ,4 ,
"117" ,275 ,"U.S. Rep, Dist 15" ,"NP" ,30 ,"Johnny \"JP\" Partain" ,"NP" ,"Election Day TS" ,1 ,
"117" ,275 ,"U.S. Rep, Dist 15" ,"NP" ,30 ,"Johnny \"JP\" Partain" ,"NP" ,"Election Day OS" ,0 ,
"117" ,275 ,"U.S. Rep, Dist 15" ,"NP" ,30 ,"Johnny \"JP\" Partain" ,"NP" ,"Early Voting" ,0 ,
"117" ,275 ,"U.S. Rep, Dist 15" ,"NP" ,30 ,"Johnny \"JP\" Partain" ,"NP" ,"Early Voting Mail" ,0 ,
"117" ,275 ,"U.S. Rep, Dist 15" ,"NP" ,30 ,"Johnny \"JP\" Partain" ,"NP" ,"Early Voting" ,1 ,
"117" ,275 ,"U.S. Rep, Dist 15" ,"NP" ,30 ,"Johnny \"JP\" Partain" ,"NP" ,"Early Voting Paper Dem" ,0 ,
"117" ,275 ,"U.S. Rep, Dist 15" ,"NP" ,30 ,"Johnny \"JP\" Partain" ,"NP" ,"Total" ,2 ,
"117" ,275 ,"U.S. Rep, Dist 15" ,"NP" ,40 ,"David Cantu" ,"NP" ,"Election Day TS" ,4 ,
"117" ,275 ,"U.S. Rep, Dist 15" ,"NP" ,40 ,"David Cantu" ,"NP" ,"Election Day OS" ,0 ,
"117" ,275 ,"U.S. Rep, Dist 15" ,"NP" ,40 ,"David Cantu" ,"NP" ,"Early Voting" ,0 ,
"117" ,275 ,"U.S. Rep, Dist 15" ,"NP" ,40 ,"David Cantu" ,"NP" ,"Early Voting Mail" ,0 ,
"117" ,275 ,"U.S. Rep, Dist 15" ,"NP" ,40 ,"David Cantu" ,"NP" ,"Early Voting" ,3 ,
"117" ,275 ,"U.S. Rep, Dist 15" ,"NP" ,40 ,"David Cantu" ,"NP" ,"Early Voting Paper Dem" ,0 ,
"117" ,275 ,"U.S. Rep, Dist 15" ,"NP" ,40 ,"David Cantu" ,"NP" ,"Total" ,7 ,
"117" ,275 ,"U.S. Rep, Dist 15" ,"NP" ,50 ,"Jane Cross" ,"NP" ,"Election Day TS" ,3 ,
"117" ,275 ,"U.S. Rep, Dist 15" ,"NP" ,50 ,"Jane Cross" ,"NP" ,"Election Day OS" ,0 ,
"117" ,275 ,"U.S. Rep, Dist 15" ,"NP" ,50 ,"Jane Cross" ,"NP" ,"Early Voting" ,0 ,
"117" ,275 ,"U.S. Rep, Dist 15" ,"NP" ,50 ,"Jane Cross" ,"NP" ,"Early Voting Mail" ,0 ,
"117" ,275 ,"U.S. Rep, Dist 15" ,"NP" ,50 ,"Jane Cross" ,"NP" ,"Early Voting" ,2 ,
"117" ,275 ,"U.S. Rep, Dist 15" ,"NP" ,50 ,"Jane Cross" ,"NP" ,"Early Voting Paper Dem" ,0 ,
"117" ,275 ,"U.S. Rep, Dist 15" ,"NP" ,50 ,"Jane Cross" ,"NP" ,"Total" ,5 ,
"117" ,280 ,"Railroad Commissioner" ,"NP" ,20 ,"Dale Henry" ,"NP" ,"Election Day TS" ,14 ,
"117" ,280 ,"Railroad Commissioner" ,"NP" ,20 ,"Dale Henry" ,"NP" ,"Election Day OS" ,0 ,
"117" ,280 ,"Railroad Commissioner" ,"NP" ,20 ,"Dale Henry" ,"NP" ,"Early Voting" ,0 ,
"117" ,280 ,"Railroad Commissioner" ,"NP" ,20 ,"Dale Henry" ,"NP" ,"Early Voting Mail" ,0 ,
"117" ,280 ,"Railroad Commissioner" ,"NP" ,20 ,"Dale Henry" ,"NP" ,"Early Voting" ,11 ,
"117" ,280 ,"Railroad Commissioner" ,"NP" ,20 ,"Dale Henry" ,"NP" ,"Early Voting Paper Dem" ,0 ,
"117" ,280 ,"Railroad Commissioner" ,"NP" ,20 ,"Dale Henry" ,"NP" ,"Total" ,25 ,
"117" ,282 ,"Justice, Supreme Ct, Pl. 6" ,"NP" ,10 ,"Michele Petty" ,"NP" ,"Election Day TS" ,14 ,
"117" ,282 ,"Justice, Supreme Ct, Pl. 6" ,"NP" ,10 ,"Michele Petty" ,"NP" ,"Election Day OS" ,0 ,
"117" ,282 ,"Justice, Supreme Ct, Pl. 6" ,"NP" ,10 ,"Michele Petty" ,"NP" ,"Early Voting" ,0 ,
"117" ,282 ,"Justice, Supreme Ct, Pl. 6" ,"NP" ,10 ,"Michele Petty" ,"NP" ,"Early Voting Mail" ,0 ,
"117" ,282 ,"Justice, Supreme Ct, Pl. 6" ,"NP" ,10 ,"Michele Petty" ,"NP" ,"Early Voting" ,10 ,
"117" ,282 ,"Justice, Supreme Ct, Pl. 6" ,"NP" ,10 ,"Michele Petty" ,"NP" ,"Early Voting Paper Dem" ,0 ,
"117" ,282 ,"Justice, Supreme Ct, Pl. 6" ,"NP" ,10 ,"Michele Petty" ,"NP" ,"Total" ,24 ,
"117" ,285 ,"Presiding Jdg, Ct Crim App" ,"NP" ,10 ,"Keith Hampton" ,"NP" ,"Election Day TS" ,14 ,
"117" ,285 ,"Presiding Jdg, Ct Crim App" ,"NP" ,10 ,"Keith Hampton" ,"NP" ,"Election Day OS" ,0 ,
"117" ,285 ,"Presiding Jdg, Ct Crim App" ,"NP" ,10 ,"Keith Hampton" ,"NP" ,"Early Voting" ,0 ,
"117" ,285 ,"Presiding Jdg, Ct Crim App" ,"NP" ,10 ,"Keith Hampton" ,"NP" ,"Early Voting Mail" ,0 ,
"117" ,285 ,"Presiding Jdg, Ct Crim App" ,"NP" ,10 ,"Keith Hampton" ,"NP" ,"Early Voting" ,11 ,
"117" ,285 ,"Presiding Jdg, Ct Crim App" ,"NP" ,10 ,"Keith Hampton" ,"NP" ,"Early Voting Paper Dem" ,0 ,
"117" ,285 ,"Presiding Jdg, Ct Crim App" ,"NP" ,10 ,"Keith Hampton" ,"NP" ,"Total" ,25 ,
"117" ,335 ,"Member, State Board of Education, Dist. 5" ,"NP" ,10 ,"Rebecca Bell-Meterea" ,"NP" ,"Election Day TS" ,14 ,
"117" ,335 ,"Member, State Board of Education, Dist. 5" ,"NP" ,10 ,"Rebecca Bell-Meterea" ,"NP" ,"Election Day OS" ,0 ,
"117" ,335 ,"Member, State Board of Education, Dist. 5" ,"NP" ,10 ,"Rebecca Bell-Meterea" ,"NP" ,"Early Voting" ,0 ,
"117" ,335 ,"Member, State Board of Education, Dist. 5" ,"NP" ,10 ,"Rebecca Bell-Meterea" ,"NP" ,"Early Voting Mail" ,0 ,
"117" ,335 ,"Member, State Board of Education, Dist. 5" ,"NP" ,10 ,"Rebecca Bell-Meterea" ,"NP" ,"Early Voting" ,11 ,
"117" ,335 ,"Member, State Board of Education, Dist. 5" ,"NP" ,10 ,"Rebecca Bell-Meterea" ,"NP" ,"Early Voting Paper Dem" ,0 ,
"117" ,335 ,"Member, State Board of Education, Dist. 5" ,"NP" ,10 ,"Rebecca Bell-Meterea" ,"NP" ,"Total" ,25 ,
"117" ,337 ,"State Senator, Dist. 25" ,"NP" ,10 ,"John Courage" ,"NP" ,"Election Day TS" ,13 ,
"117" ,337 ,"State Senator, Dist. 25" ,"NP" ,10 ,"John Courage" ,"NP" ,"Election Day OS" ,0 ,
"117" ,337 ,"State Senator, Dist. 25" ,"NP" ,10 ,"John Courage" ,"NP" ,"Early Voting" ,0 ,
"117" ,337 ,"State Senator, Dist. 25" ,"NP" ,10 ,"John Courage" ,"NP" ,"Early Voting Mail" ,0 ,
"117" ,337 ,"State Senator, Dist. 25" ,"NP" ,10 ,"John Courage" ,"NP" ,"Early Voting" ,11 ,
"117" ,337 ,"State Senator, Dist. 25" ,"NP" ,10 ,"John Courage" ,"NP" ,"Early Voting Paper Dem" ,0 ,
"117" ,337 ,"State Senator, Dist. 25" ,"NP" ,10 ,"John Courage" ,"NP" ,"Total" ,24 ,
"117" ,340 ,"Just, 4th Ct App, Pl 2" ,"NP" ,10 ,"Baldemar Garza" ,"NP" ,"Election Day TS" ,13 ,
"117" ,340 ,"Just, 4th Ct App, Pl 2" ,"NP" ,10 ,"Baldemar Garza" ,"NP" ,"Election Day OS" ,0 ,
"117" ,340 ,"Just, 4th Ct App, Pl 2" ,"NP" ,10 ,"Baldemar Garza" ,"NP" ,"Early Voting" ,0 ,
"117" ,340 ,"Just, 4th Ct App, Pl 2" ,"NP" ,10 ,"Baldemar Garza" ,"NP" ,"Early Voting Mail" ,0 ,
"117" ,340 ,"Just, 4th Ct App, Pl 2" ,"NP" ,10 ,"Baldemar Garza" ,"NP" ,"Early Voting" ,11 ,
"117" ,340 ,"Just, 4th Ct App, Pl 2" ,"NP" ,10 ,"Baldemar Garza" ,"NP" ,"Early Voting Paper Dem" ,0 ,
"117" ,340 ,"Just, 4th Ct App, Pl 2" ,"NP" ,10 ,"Baldemar Garza" ,"NP" ,"Total" ,24 ,
"117" ,380 ,"Just, 4th Ct App, Pl 3" ,"NP" ,10 ,"Patricia Alvarez" ,"NP" ,"Election Day TS" ,14 ,
"117" ,380 ,"Just, 4th Ct App, Pl 3" ,"NP" ,10 ,"Patricia Alvarez" ,"NP" ,"Election Day OS" ,0 ,
"117" ,380 ,"Just, 4th Ct App, Pl 3" ,"NP" ,10 ,"Patricia Alvarez" ,"NP" ,"Early Voting" ,0 ,
"117" ,380 ,"Just, 4th Ct App, Pl 3" ,"NP" ,10 ,"Patricia Alvarez" ,"NP" ,"Early Voting Mail" ,0 ,
"117" ,380 ,"Just, 4th Ct App, Pl 3" ,"NP" ,10 ,"Patricia Alvarez" ,"NP" ,"Early Voting" ,11 ,
"117" ,380 ,"Just, 4th Ct App, Pl 3" ,"NP" ,10 ,"Patricia Alvarez" ,"NP" ,"Early Voting Paper Dem" ,0 ,
"117" ,380 ,"Just, 4th Ct App, Pl 3" ,"NP" ,10 ,"Patricia Alvarez" ,"NP" ,"Total" ,25 ,
"117" ,381 ,"Just,4th Ct App, Pl 4" ,"NP" ,10 ,"Luz Elena Chapa" ,"NP" ,"Election Day TS" ,13 ,
"117" ,381 ,"Just,4th Ct App, Pl 4" ,"NP" ,10 ,"Luz Elena Chapa" ,"NP" ,"Election Day OS" ,0 ,
"117" ,381 ,"Just,4th Ct App, Pl 4" ,"NP" ,10 ,"Luz Elena Chapa" ,"NP" ,"Early Voting" ,0 ,
"117" ,381 ,"Just,4th Ct App, Pl 4" ,"NP" ,10 ,"Luz Elena Chapa" ,"NP" ,"Early Voting Mail" ,0 ,
"117" ,381 ,"Just,4th Ct App, Pl 4" ,"NP" ,10 ,"Luz Elena Chapa" ,"NP" ,"Early Voting" ,11 ,
"117" ,381 ,"Just,4th Ct App, Pl 4" ,"NP" ,10 ,"Luz Elena Chapa" ,"NP" ,"Early Voting Paper Dem" ,0 ,
"117" ,381 ,"Just,4th Ct App, Pl 4" ,"NP" ,10 ,"Luz Elena Chapa" ,"NP" ,"Total" ,24 ,
"117" ,382 ,"Just, 4th Ct App, Pl. 5" ,"NP" ,10 ,"David D.Towler" ,"NP" ,"Election Day TS" ,13 ,
"117" ,382 ,"Just, 4th Ct App, Pl. 5" ,"NP" ,10 ,"David D.Towler" ,"NP" ,"Election Day OS" ,0 ,
"117" ,382 ,"Just, 4th Ct App, Pl. 5" ,"NP" ,10 ,"David D.Towler" ,"NP" ,"Early Voting" ,0 ,
"117" ,382 ,"Just, 4th Ct App, Pl. 5" ,"NP" ,10 ,"David D.Towler" ,"NP" ,"Early Voting Mail" ,0 ,
"117" ,382 ,"Just, 4th Ct App, Pl. 5" ,"NP" ,10 ,"David D.Towler" ,"NP" ,"Early Voting" ,11 ,
"117" ,382 ,"Just, 4th Ct App, Pl. 5" ,"NP" ,10 ,"David D.Towler" ,"NP" ,"Early Voting Paper Dem" ,0 ,
"117" ,382 ,"Just, 4th Ct App, Pl. 5" ,"NP" ,10 ,"David D.Towler" ,"NP" ,"Total" ,24 ,
"117" ,384 ,"Just, 4th Ct App, Pl 7" ,"NP" ,10 ,"Rebecca C. Martinez" ,"NP" ,"Election Day TS" ,11 ,
"117" ,384 ,"Just, 4th Ct App, Pl 7" ,"NP" ,10 ,"Rebecca C. Martinez" ,"NP" ,"Election Day OS" ,0 ,
"117" ,384 ,"Just, 4th Ct App, Pl 7" ,"NP" ,10 ,"Rebecca C. Martinez" ,"NP" ,"Early Voting" ,0 ,
"117" ,384 ,"Just, 4th Ct App, Pl 7" ,"NP" ,10 ,"Rebecca C. Martinez" ,"NP" ,"Early Voting Mail" ,0 ,
"117" ,384 ,"Just, 4th Ct App, Pl 7" ,"NP" ,10 ,"Rebecca C. Martinez" ,"NP" ,"Early Voting" ,7 ,
"117" ,384 ,"Just, 4th Ct App, Pl 7" ,"NP" ,10 ,"Rebecca C. Martinez" ,"NP" ,"Early Voting Paper Dem" ,0 ,
"117" ,384 ,"Just, 4th Ct App, Pl 7" ,"NP" ,10 ,"Rebecca C. Martinez" ,"NP" ,"Total" ,18 ,
"117" ,384 ,"Just, 4th Ct App, Pl 7" ,"NP" ,20 ,"Carmen A. Samaniego" ,"NP" ,"Election Day TS" ,4 ,
"117" ,384 ,"Just, 4th Ct App, Pl 7" ,"NP" ,20 ,"Carmen A. Samaniego" ,"NP" ,"Election Day OS" ,0 ,
"117" ,384 ,"Just, 4th Ct App, Pl 7" ,"NP" ,20 ,"Carmen A. Samaniego" ,"NP" ,"Early Voting" ,0 ,
"117" ,384 ,"Just, 4th Ct App, Pl 7" ,"NP" ,20 ,"Carmen A. Samaniego" ,"NP" ,"Early Voting Mail" ,0 ,
"117" ,384 ,"Just, 4th Ct App, Pl 7" ,"NP" ,20 ,"Carmen A. Samaniego" ,"NP" ,"Early Voting" ,3 ,
"117" ,384 ,"Just, 4th Ct App, Pl 7" ,"NP" ,20 ,"Carmen A. Samaniego" ,"NP" ,"Early Voting Paper Dem" ,0 ,
"117" ,384 ,"Just, 4th Ct App, Pl 7" ,"NP" ,20 ,"Carmen A. Samaniego" ,"NP" ,"Total" ,7 ,
"117" ,480 ,"County Chairman" ,"NP" ,10 ,"Duane McCune" ,"NP" ,"Election Day TS" ,13 ,
"117" ,480 ,"County Chairman" ,"NP" ,10 ,"Duane McCune" ,"NP" ,"Election Day OS" ,0 ,
"117" ,480 ,"County Chairman" ,"NP" ,10 ,"Duane McCune" ,"NP" ,"Early Voting" ,0 ,
"117" ,480 ,"County Chairman" ,"NP" ,10 ,"Duane McCune" ,"NP" ,"Early Voting Mail" ,0 ,
"117" ,480 ,"County Chairman" ,"NP" ,10 ,"Duane McCune" ,"NP" ,"Early Voting" ,11 ,
"117" ,480 ,"County Chairman" ,"NP" ,10 ,"Duane McCune" ,"NP" ,"Early Voting Paper Dem" ,0 ,
"117" ,480 ,"County Chairman" ,"NP" ,10 ,"Duane McCune" ,"NP" ,"Total" ,24 ,
"117" ,490 ,"PROP 1-In State Tuition" ,"NP" ,10 ,"FOR" ,"NP" ,"Election Day TS" ,14 ,
"117" ,490 ,"PROP 1-In State Tuition" ,"NP" ,10 ,"FOR" ,"NP" ,"Election Day OS" ,0 ,
"117" ,490 ,"PROP 1-In State Tuition" ,"NP" ,10 ,"FOR" ,"NP" ,"Early Voting" ,0 ,
"117" ,490 ,"PROP 1-In State Tuition" ,"NP" ,10 ,"FOR" ,"NP" ,"Early Voting Mail" ,0 ,
"117" ,490 ,"PROP 1-In State Tuition" ,"NP" ,10 ,"FOR" ,"NP" ,"Early Voting" ,9 ,
"117" ,490 ,"PROP 1-In State Tuition" ,"NP" ,10 ,"FOR" ,"NP" ,"Early Voting Paper Dem" ,0 ,
"117" ,490 ,"PROP 1-In State Tuition" ,"NP" ,10 ,"FOR" ,"NP" ,"Total" ,23 ,
"117" ,490 ,"PROP 1-In State Tuition" ,"NP" ,20 ,"AGAINST" ,"NP" ,"Election Day TS" ,3 ,
"117" ,490 ,"PROP 1-In State Tuition" ,"NP" ,20 ,"AGAINST" ,"NP" ,"Election Day OS" ,0 ,
"117" ,490 ,"PROP 1-In State Tuition" ,"NP" ,20 ,"AGAINST" ,"NP" ,"Early Voting" ,0 ,
"117" ,490 ,"PROP 1-In State Tuition" ,"NP" ,20 ,"AGAINST" ,"NP" ,"Early Voting Mail" ,0 ,
"117" ,490 ,"PROP 1-In State Tuition" ,"NP" ,20 ,"AGAINST" ,"NP" ,"Early Voting" ,2 ,
"117" ,490 ,"PROP 1-In State Tuition" ,"NP" ,20 ,"AGAINST" ,"NP" ,"Early Voting Paper Dem" ,0 ,
"117" ,490 ,"PROP 1-In State Tuition" ,"NP" ,20 ,"AGAINST" ,"NP" ,"Total" ,5 ,
"117" ,500 ,"PROP 2-College Funding" ,"NP" ,10 ,"FOR" ,"NP" ,"Election Day TS" ,17 ,
"117" ,500 ,"PROP 2-College Funding" ,"NP" ,10 ,"FOR" ,"NP" ,"Election Day OS" ,0 ,
"117" ,500 ,"PROP 2-College Funding" ,"NP" ,10 ,"FOR" ,"NP" ,"Early Voting" ,0 ,
"117" ,500 ,"PROP 2-College Funding" ,"NP" ,10 ,"FOR" ,"NP" ,"Early Voting Mail" ,0 ,
"117" ,500 ,"PROP 2-College Funding" ,"NP" ,10 ,"FOR" ,"NP" ,"Early Voting" ,10 ,
"117" ,500 ,"PROP 2-College Funding" ,"NP" ,10 ,"FOR" ,"NP" ,"Early Voting Paper Dem" ,0 ,
"117" ,500 ,"PROP 2-College Funding" ,"NP" ,10 ,"FOR" ,"NP" ,"Total" ,27 ,
"117" ,500 ,"PROP 2-College Funding" ,"NP" ,20 ,"AGAINST" ,"NP" ,"Election Day TS" ,0 ,
"117" ,500 ,"PROP 2-College Funding" ,"NP" ,20 ,"AGAINST" ,"NP" ,"Election Day OS" ,0 ,
"117" ,500 ,"PROP 2-College Funding" ,"NP" ,20 ,"AGAINST" ,"NP" ,"Early Voting" ,0 ,
"117" ,500 ,"PROP 2-College Funding" ,"NP" ,20 ,"AGAINST" ,"NP" ,"Early Voting Mail" ,0 ,
"117" ,500 ,"PROP 2-College Funding" ,"NP" ,20 ,"AGAINST" ,"NP" ,"Early Voting" ,1 ,
"117" ,500 ,"PROP 2-College Funding" ,"NP" ,20 ,"AGAINST" ,"NP" ,"Early Voting Paper Dem" ,0 ,
"117" ,500 ,"PROP 2-College Funding" ,"NP" ,20 ,"AGAINST" ,"NP" ,"Total" ,1 ,
"117" ,510 ,"PROP 3-Casino Gambling" ,"NP" ,10 ,"FOR" ,"NP" ,"Election Day TS" ,12 ,
"117" ,510 ,"PROP 3-Casino Gambling" ,"NP" ,10 ,"FOR" ,"NP" ,"Election Day OS" ,0 ,
"117" ,510 ,"PROP 3-Casino Gambling" ,"NP" ,10 ,"FOR" ,"NP" ,"Early Voting" ,0 ,
"117" ,510 ,"PROP 3-Casino Gambling" ,"NP" ,10 ,"FOR" ,"NP" ,"Early Voting Mail" ,0 ,
"117" ,510 ,"PROP 3-Casino Gambling" ,"NP" ,10 ,"FOR" ,"NP" ,"Early Voting" ,8 ,
"117" ,510 ,"PROP 3-Casino Gambling" ,"NP" ,10 ,"FOR" ,"NP" ,"Early Voting Paper Dem" ,0 ,
"117" ,510 ,"PROP 3-Casino Gambling" ,"NP" ,10 ,"FOR" ,"NP" ,"Total" ,20 ,
"117" ,510 ,"PROP 3-Casino Gambling" ,"NP" ,20 ,"AGAINST" ,"NP" ,"Election Day TS" ,5 ,
"117" ,510 ,"PROP 3-Casino Gambling" ,"NP" ,20 ,"AGAINST" ,"NP" ,"Election Day OS" ,0 ,
"117" ,510 ,"PROP 3-Casino Gambling" ,"NP" ,20 ,"AGAINST" ,"NP" ,"Early Voting" ,0 ,
"117" ,510 ,"PROP 3-Casino Gambling" ,"NP" ,20 ,"AGAINST" ,"NP" ,"Early Voting Mail" ,0 ,
"117" ,510 ,"PROP 3-Casino Gambling" ,"NP" ,20 ,"AGAINST" ,"NP" ,"Early Voting" ,3 ,
"117" ,510 ,"PROP 3-Casino Gambling" ,"NP" ,20 ,"AGAINST" ,"NP" ,"Early Voting Paper Dem" ,0 ,
"117" ,510 ,"PROP 3-Casino Gambling" ,"NP" ,20 ,"AGAINST" ,"NP" ,"Total" ,8 ,
"118" ,269 ,"President" ,"NP" ,15 ,"Barack Obama" ,"NP" ,"Election Day TS" ,2 ,
"118" ,269 ,"President" ,"NP" ,15 ,"Barack Obama" ,"NP" ,"Election Day OS" ,0 ,
"118" ,269 ,"President" ,"NP" ,15 ,"Barack Obama" ,"NP" ,"Early Voting" ,0 ,
"118" ,269 ,"President" ,"NP" ,15 ,"Barack Obama" ,"NP" ,"Early Voting Mail" ,0 ,
"118" ,269 ,"President" ,"NP" ,15 ,"Barack Obama" ,"NP" ,"Early Voting" ,0 ,
"118" ,269 ,"President" ,"NP" ,15 ,"Barack Obama" ,"NP" ,"Early Voting Paper Dem" ,0 ,
"118" ,269 ,"President" ,"NP" ,15 ,"Barack Obama" ,"NP" ,"Total" ,2 ,
"118" ,269 ,"President" ,"NP" ,20 ,"Darcy G. Richardson" ,"NP" ,"Election Day TS" ,0 ,
"118" ,269 ,"President" ,"NP" ,20 ,"Darcy G. Richardson" ,"NP" ,"Election Day OS" ,0 ,
"118" ,269 ,"President" ,"NP" ,20 ,"Darcy G. Richardson" ,"NP" ,"Early Voting" ,0 ,
"118" ,269 ,"President" ,"NP" ,20 ,"Darcy G. Richardson" ,"NP" ,"Early Voting Mail" ,0 ,
"118" ,269 ,"President" ,"NP" ,20 ,"Darcy G. Richardson" ,"NP" ,"Early Voting" ,0 ,
"118" ,269 ,"President" ,"NP" ,20 ,"Darcy G. Richardson" ,"NP" ,"Early Voting Paper Dem" ,0 ,
"118" ,269 ,"President" ,"NP" ,20 ,"Darcy G. Richardson" ,"NP" ,"Total" ,0 ,
"118" ,269 ,"President" ,"NP" ,24 ,"Bob Ely" ,"NP" ,"Election Day TS" ,0 ,
"118" ,269 ,"President" ,"NP" ,24 ,"Bob Ely" ,"NP" ,"Election Day OS" ,0 ,
"118" ,269 ,"President" ,"NP" ,24 ,"Bob Ely" ,"NP" ,"Early Voting" ,0 ,
"118" ,269 ,"President" ,"NP" ,24 ,"Bob Ely" ,"NP" ,"Early Voting Mail" ,0 ,
"118" ,269 ,"President" ,"NP" ,24 ,"Bob Ely" ,"NP" ,"Early Voting" ,0 ,
"118" ,269 ,"President" ,"NP" ,24 ,"Bob Ely" ,"NP" ,"Early Voting Paper Dem" ,0 ,
"118" ,269 ,"President" ,"NP" ,24 ,"Bob Ely" ,"NP" ,"Total" ,0 ,
"118" ,269 ,"President" ,"NP" ,29 ,"John Wolfe" ,"NP" ,"Election Day TS" ,0 ,
"118" ,269 ,"President" ,"NP" ,29 ,"John Wolfe" ,"NP" ,"Election Day OS" ,0 ,
"118" ,269 ,"President" ,"NP" ,29 ,"John Wolfe" ,"NP" ,"Early Voting" ,0 ,
"118" ,269 ,"President" ,"NP" ,29 ,"John Wolfe" ,"NP" ,"Early Voting Mail" ,0 ,
"118" ,269 ,"President" ,"NP" ,29 ,"John Wolfe" ,"NP" ,"Early Voting" ,0 ,
"118" ,269 ,"President" ,"NP" ,29 ,"John Wolfe" ,"NP" ,"Early Voting Paper Dem" ,0 ,
"118" ,269 ,"President" ,"NP" ,29 ,"John Wolfe" ,"NP" ,"Total" ,0 ,
"118" ,269 ,"President" ,"NP" ,30 ,"Uncommitted" ,"NP" ,"Election Day TS" ,0 ,
"118" ,269 ,"President" ,"NP" ,30 ,"Uncommitted" ,"NP" ,"Election Day OS" ,0 ,
"118" ,269 ,"President" ,"NP" ,30 ,"Uncommitted" ,"NP" ,"Early Voting" ,0 ,
"118" ,269 ,"President" ,"NP" ,30 ,"Uncommitted" ,"NP" ,"Early Voting Mail" ,0 ,
"118" ,269 ,"President" ,"NP" ,30 ,"Uncommitted" ,"NP" ,"Early Voting" ,0 ,
"118" ,269 ,"President" ,"NP" ,30 ,"Uncommitted" ,"NP" ,"Early Voting Paper Dem" ,0 ,
"118" ,269 ,"President" ,"NP" ,30 ,"Uncommitted" ,"NP" ,"Total" ,0 ,
"118" ,270 ,"United States Senator" ,"NP" ,15 ,"Sean Hubbard" ,"NP" ,"Election Day TS" ,0 ,
"118" ,270 ,"United States Senator" ,"NP" ,15 ,"Sean Hubbard" ,"NP" ,"Election Day OS" ,0 ,
"118" ,270 ,"United States Senator" ,"NP" ,15 ,"Sean Hubbard" ,"NP" ,"Early Voting" ,0 ,
"118" ,270 ,"United States Senator" ,"NP" ,15 ,"Sean Hubbard" ,"NP" ,"Early Voting Mail" ,0 ,
"118" ,270 ,"United States Senator" ,"NP" ,15 ,"Sean Hubbard" ,"NP" ,"Early Voting" ,0 ,
"118" ,270 ,"United States Senator" ,"NP" ,15 ,"Sean Hubbard" ,"NP" ,"Early Voting Paper Dem" ,0 ,
