Political Subdivision,Election Date,Election Name,Total Provisional Ballots,Total Provisional Ballots Counted,Precinct Number,Race Name,Candidate Name,Party Code,Early Votes,Election Votes
,,,,,,Proposition 7 Rep,Total,,,70
,,,,,,Proposition 7 Rep,Overvotes,,,0
,,,,,,Proposition 7 Rep,Undervotes,,,4
,,,,,,Proposition 7 Rep,,,,
,,,,,,Proposition 7 Rep,,,,
,,,,,,Proposition 8 Rep,Yes,,,68
,,,,,,Proposition 8 Rep,No,,,2
,,,,,,Proposition 8 Rep,,,,
,,,,,,Proposition 8 Rep,Total,,,70
,,,,,,Proposition 8 Rep,Overvotes,,,0
,,,,,,Proposition 8 Rep,Undervotes,,,4
,,,,,,Proposition 8 Rep,,,,
,,,,,,Proposition 8 Rep,,,,
,,,,,,Proposition 9 Rep,Yes,,,66
,,,,,,Proposition 9 Rep,No,,,3
,,,,,,Proposition 9 Rep,,,,
,,,,,,Proposition 9 Rep,Total,,,69
,,,,,,Proposition 9 Rep,Overvotes,,,0
,,,,,,Proposition 9 Rep,Undervotes,,,5
,,,,,,Proposition 9 Rep,,,,
,,,,,,Proposition 9 Rep,,,,
,,,,,,Proposition 10 Rep,Yes,,,69
,,,,,,Proposition 10 Rep,No,,,1
,,,,,,Proposition 10 Rep,,,,
,,,,,,Proposition 10 Rep,Total,,,7
,,,,,,Proposition 10 Rep,Overvotes,,,0
,,,,,,Proposition 10 Rep,Undervotes,,,4
,,,,,,Proposition 10 Rep,,,,
,,,,,,Proposition 11 Rep,Yes,,,62
,,,,,,Proposition 11 Rep,No,,,8
,,,,,,Proposition 11 Rep,,,,
,,,,,,Proposition 11 Rep,Total,,,70
,,,,,,Proposition 11 Rep,Overvotes,,,0
,,,,,,Proposition 11 Rep,Undervotes,,,4
,,,,,,Proposition 11 Rep,,,,
,,,,,,Proposition 11 Rep,,,,
,,,,,11,United State Senator,Bruce Jacobson Jr.,,,8
,,,,,,United State Senator,Red Cruz,,,36
,,,,,,United State Senator,Mary Miller,,,2
,,,,,,United State Senator,Stefano De Stefano,,,0
,,,,,,United State Senator,Geraldine Sam,,,0
,,,,,,United State Senator,,,,
,,,,,,United State Senator,Total,,,46
,,,,,,United State Senator,Overvotes,,,0
,,,,,,United State Senator,Undervotes,,,2
,,,,,,United State Senator,,,,
,,,,,,United State Senator,,,,
,,,,,,"US Representative, District 27",Eddie Gassman,,,2
,,,,,,"US Representative, District 27",Jerry Hall,,,4
,,,,,,"US Representative, District 27",Bech Bruun,,,9
,,,,,,"US Representative, District 27",Christopher K. Mapp,,,1
,,,,,,"US Representative, District 27",John Grunwald,,,2
,,,,,,"US Representative, District 27",Michael Cloud,,,25
,,,,,,"US Representative, District 27",,,,
,,,,,,"US Representative, District 27",Total,,,43
,,,,,,"US Representative, District 27",Overvotes,,,0
,,,,,,"US Representative, District 27",Undervotes,,,5
,,,,,,"US Representative, District 27",,,,
,,,,,,"US Representative, District 27",,,,
,,,,,,Governor,Greg Abbott,,,44
,,,,,,Governor,Barbara Krueger,,,4
,,,,,,Governor,SECEDE Kilgore,,,0
,,,,,,Governor,,,,
,,,,,,Governor,Total,,,48
,,,,,,Governor,Overvotes,,,0
,,,,,,Governor,Undervotes,,,0
,,,,,,Governor,,,,
,,,,,,Governor,,,,
,,,,,,Lieutenant Governor,Scott Milder,,,11
,,,,,,Lieutenant Governor,Dan Patrick,,,31
,,,,,,Lieutenant Governor,,,,
,,,,,,Lieutenant Governor,Total,,,42
,,,,,,Lieutenant Governor,Overvotes,,,1
,,,,,,Lieutenant Governor,Undervotes,,,5
,,,,,,Lieutenant Governor,,,,
,,,,,,Lieutenant Governor,,,,
,,,,,,Attorney General,Ken Paxton,,,39
,,,,,,Attorney General,,,,
,,,,,,Attorney General,Total,,,39
,,,,,,Attorney General,Overvotes,,,0
,,,,,,Attorney General,Undervotes,,,9
,,,,,,Attorney General,,,,
,,,,,,Attorney General,,,,
,,,,,,Comptroller of Public Accounts,Glenn Hegar,,,39
,,,,,,Comptroller of Public Accounts,,,,
,,,,,,Comptroller of Public Accounts,Total,,,39
,,,,,,Comptroller of Public Accounts,Overvotes,,,0
,,,,,,Comptroller of Public Accounts,Undervotes,,,9
,,,,,,Comptroller of Public Accounts,,,,
,,,,,,Comptroller of Public Accounts,,,,
,,,,,,Commissioner of the General Land Office,George P. Bush,,,20
,,,,,,Commissioner of the General Land Office,Jerry Patterson,,,18
,,,,,,Commissioner of the General Land Office,Rick Range,,,1
,,,,,,Commissioner of the General Land Office,Davey Edwards,,,2
,,,,,,Commissioner of the General Land Office,,,,
,,,,,,Commissioner of the General Land Office,Total,,,41
,,,,,,Commissioner of the General Land Office,Overvotes,,,1
,,,,,,Commissioner of the General Land Office,Undervotes,,,6
,,,,,,Commissioner of the General Land Office,,,,
,,,,,,Commissioner of the General Land Office,,,,
,,,,,,Commissioner of Agriculture,Trey Blocker,,,11
,,,,,,Commissioner of Agriculture,Jim Hogan,,,12
,,,,,,Commissioner of Agriculture,Sid Miller,,,17
,,,,,,Commissioner of Agriculture,,,,
,,,,,,Commissioner of Agriculture,Total ,,,40
,,,,,,Commissioner of Agriculture,Overvotes,,,0
,,,,,,Commissioner of Agriculture,Undervotes,,,8
,,,,,,Commissioner of Agriculture,,,,
,,,,,,Commissioner of Agriculture,,,,
,,,,,,Railroad Commissioner,Weston Martinez,,,10
,,,,,,Railroad Commissioner,Christi Craddick,,,30
,,,,,,Railroad Commissioner,,,,
,,,,,,Railroad Commissioner,Total,,,40
,,,,,,Railroad Commissioner,Overvotes,,,1
,,,,,,Railroad Commissioner,Undervotes,,,7
,,,,,,Railroad Commissioner,,,,
,,,,,,Railroad Commissioner,,,,
,,,,,,"Justice, Supreme Court, Place 2",Jimmy Blacklock,,,32
,,,,,,"Justice, Supreme Court, Place 2",,,,
,,,,,,"Justice, Supreme Court, Place 2",Total,,,32
,,,,,,"Justice, Supreme Court, Place 2",Overvotes,,,0
,,,,,,"Justice, Supreme Court, Place 2",Undervotes,,,16
,,,,,,"Justice, Supreme Court, Place 2",,,,
,,,,,,"Justice, Supreme Court, Place 2",,,,
,,,,,,"Justice, Supreme Court, Place 4",John Devine,,,35
,,,,,,"Justice, Supreme Court, Place 4",,,,
,,,,,,"Justice, Supreme Court, Place 4",Total,,,35
,,,,,,"Justice, Supreme Court, Place 4",Overvotes,,,0
,,,,,,"Justice, Supreme Court, Place 4",Undervotes,,,13
,,,,,,"Justice, Supreme Court, Place 4",,,,
,,,,,,"Justice, Supreme Court, Place 4",,,,
,,,,,,"Justice, Supreme Court, Place 6",Jeff Brown,,,33
,,,,,,"Justice, Supreme Court, Place 6",,,,
,,,,,,"Justice, Supreme Court, Place 6",Total,,,33
,,,,,,"Justice, Supreme Court, Place 6",Overvotes,,,0
,,,,,,"Justice, Supreme Court, Place 6",Undervotes,,,15
,,,,,,"Justice, Supreme Court, Place 6",,,,
,,,,,,"Justice, Supreme Court, Place 6",,,,
,,,,,,"Presiding Judge, Ct of Criminal Appeals",David Bridges,,,26
,,,,,,"Presiding Judge, Ct of Criminal Appeals",Sharon Keller,,,12
,,,,,,"Presiding Judge, Ct of Criminal Appeals",,,,
,,,,,,"Presiding Judge, Ct of Criminal Appeals",Total,,,38
,,,,,,"Presiding Judge, Ct of Criminal Appeals",Overvotes,,,0
,,,,,,"Presiding Judge, Ct of Criminal Appeals",Undervotes,,,10
,,,,,,"Presiding Judge, Ct of Criminal Appeals",,,,
,,,,,,"Presiding Judge, Ct of Criminal Appeals",,,,
,,,,,,"Judge, Court of Criminal Appeals, Pl 7",Barbara Parker Hervey,,,33
,,,,,,"Judge, Court of Criminal Appeals, Pl 7",,,,
,,,,,,"Judge, Court of Criminal Appeals, Pl 7",Total,,,33
,,,,,,"Judge, Court of Criminal Appeals, Pl 7",Overvotes,,,0
,,,,,,"Judge, Court of Criminal Appeals, Pl 7",Undervotes,,,15
,,,,,,"Judge, Court of Criminal Appeals, Pl 7",,,,
,,,,,,"Judge, Court of Criminal Appeals, Pl 7",,,,
,,,,,,"Judge, Court of Criminal Appeals, Pl 8",Jay Brandon,,,18
,,,,,,"Judge, Court of Criminal Appeals, Pl 8",Dib Waldrip,,,9
,,,,,,"Judge, Court of Criminal Appeals, Pl 8",Michelle Slaughter,,,12
,,,,,,"Judge, Court of Criminal Appeals, Pl 8",,,,
,,,,,,"Judge, Court of Criminal Appeals, Pl 8",Total,,,39
,,,,,,"Judge, Court of Criminal Appeals, Pl 8",Overvotes,,,0
,,,,,,"Judge, Court of Criminal Appeals, Pl 8",Undervotes,,,9
,,,,,,"Judge, Court of Criminal Appeals, Pl 8",,,,
,,,,,,"Judge, Court of Criminal Appeals, Pl 8",,,,
,,,,,,"State Representative, District 17",John P. Cyrier,,,32
,,,,,,"State Representative, District 17",,,,
,,,,,,"State Representative, District 17",Total,,,32
,,,,,,"State Representative, District 17",Overvotes,,,0
,,,,,,"State Representative, District 17",Undervotes,,,16
,,,,,,"State Representative, District 17",,,,
,,,,,,"State Representative, District 17",,,,
,,,,,,"Chief Justice, 13th Ct of Appeals Dist",Ernie Aliseda,,,34
,,,,,,"Chief Justice, 13th Ct of Appeals Dist",,,,
,,,,,,"Chief Justice, 13th Ct of Appeals Dist",Total,,,34
,,,,,,"Chief Justice, 13th Ct of Appeals Dist",Overvotes,,,0
,,,,,,"Chief Justice, 13th Ct of Appeals Dist",Undervotes,,,14
,,,,,,"Chief Justice, 13th Ct of Appeals Dist",,,,
,,,,,,"Chief Justice, 13th Ct of Appeals Dist",,,,
,,,,,,"Justice, 13th Ct of App Dist, Pl 2",Greg Perkes,,,34
,,,,,,"Justice, 13th Ct of App Dist, Pl 2",,,,
,,,,,,"Justice, 13th Ct of App Dist, Pl 2",Total,,,34
,,,,,,"Justice, 13th Ct of App Dist, Pl 2",Overvotes,,,0
,,,,,,"Justice, 13th Ct of App Dist, Pl 2",Undervotes,,,14
,,,,,,"Justice, 13th Ct of App Dist, Pl 2",,,,
,,,,,,"Justice, 13th Ct of App Dist, Pl 2",,,,
,,,,,,"Justice, 13th Ct of App Dist, Pl 4",Jaime Tijerina,,,34
,,,,,,"Justice, 13th Ct of App Dist, Pl 4",,,,
,,,,,,"Justice, 13th Ct of App Dist, Pl 4",Total,,,34
,,,,,,"Justice, 13th Ct of App Dist, Pl 4",Overvotes,,,0
,,,,,,"Justice, 13th Ct of App Dist, Pl 4",Undervotes,,,14
,,,,,,"Justice, 13th Ct of App Dist, Pl 4",,,,
,,,,,,"Justice, 13th Ct of App Dist, Pl 5",Clarissa Silva,,,34
,,,,,,"Justice, 13th Ct of App Dist, Pl 5",,,,
,,,,,,"Justice, 13th Ct of App Dist, Pl 5",Total,,,34
,,,,,,"Justice, 13th Ct of App Dist, Pl 5",Overvotes,,,0
,,,,,,"Justice, 13th Ct of App Dist, Pl 5",Undervotes,,,14
,,,,,,"Justice, 13th Ct of App Dist, Pl 5",,,,
,,,,,,"Justice, 13th Ct of App Dist, Pl 5",,,,
,,,,,,County Judge,Patrick (Pat) Davis,,,39
,,,,,,County Judge,,,,
,,,,,,County Judge,Total,,,39
,,,,,,County Judge,Overvotes,,,0
,,,,,,County Judge,Undervotes,,,9
,,,,,,County Judge,,,,
,,,,,,County Judge,,,,
,,,,,,Districk Clerk,Janice Sutton,,,39
,,,,,,Districk Clerk,,,,
,,,,,,Districk Clerk,Total,,,39
,,,,,,Districk Clerk,Overvotes,,,0
,,,,,,Districk Clerk,Undervotes,,,9
,,,,,,Districk Clerk,,,,
,,,,,,Districk Clerk,,,,
,,,,,,County Clerk,Lona Ackman,,,39
,,,,,,County Clerk,,,,
,,,,,,County Clerk,Total,,,39
,,,,,,County Clerk,Overvotes,,,0
,,,,,,County Clerk,Undervotes,,,9
,,,,,,County Clerk,,,,
,,,,,,County Clerk,,,,
,,,,,,County Treasurer,Sheryl Barborak,,,21
,,,,,,County Treasurer,Jo Ann Mercer,,,21
,,,,,,County Treasurer,,,,
,,,,,,County Treasurer,Total,,,42
,,,,,,County Treasurer,Overvotes,,,0
,,,,,,County Treasurer,Undervotes,,,6
,,,,,,County Treasurer,,,,
,,,,,,County Treasurer,,,,
,,,,,,County Surveyor,Seth M. Fullilove,,,35
,,,,,,County Surveyor,,,,
,,,,,,County Surveyor,Total,,,35
,,,,,,County Surveyor,Overvotes,,,0
,,,,,,County Surveyor,Undervotes,,,13
,,,,,,County Surveyor,,,,
,,,,,,County Surveyor,,,,
,,,,,,"County Commissioner, Precinct No. 2",Donnie R. Brzozowski,,,41
,,,,,,"County Commissioner, Precinct No. 2",,,,
,,,,,,"County Commissioner, Precinct No. 2",Total,,,41
,,,,,,"County Commissioner, Precinct No. 2",Overvotes,,,0
,,,,,,"County Commissioner, Precinct No. 2",Undervotes,,,7
,,,,,,"County Commissioner, Precinct No. 2",,,,
,,,,,,"County Commissioner, Precinct No. 2",,,,
,,,,,,"Justice of the Peace, Precinct No. 3",Jesse Almaraz,,,37
,,,,,,"Justice of the Peace, Precinct No. 3",,,,
,,,,,,"Justice of the Peace, Precinct No. 3",Total,,,37
,,,,,,"Justice of the Peace, Precinct No. 3",Overvotes,,,0
,,,,,,"Justice of the Peace, Precinct No. 3",Undervotes,,,11
,,,,,,"Justice of the Peace, Precinct No. 3",,,,
,,,,,,"Justice of the Peace, Precinct No. 3",,,,
,,,,,,County Chairman,Richard A. Green Sr.,,,38
,,,,,,County Chairman,,,,
,,,,,,County Chairman,Total,,,38
,,,,,,County Chairman,Overvotes,,,0
,,,,,,County Chairman,Undervotes,,,10
,,,,,,County Chairman,,,,
,,,,,,County Chairman,,,,
,,,,,,Proposition 1 Rep,Yes,,,40
,,,,,,Proposition 1 Rep,No,,,7
,,,,,,Proposition 1 Rep,,,,
,,,,,,Proposition 1 Rep,Total ,,,47
,,,,,,Proposition 1 Rep,Overvotes,,,0
,,,,,,Proposition 1 Rep,Undervotes,,,1
,,,,,,Proposition 1 Rep,,,,
,,,,,,Proposition 1 Rep,,,,
,,,,,,Proposition 2 Rep,Yes,,,43
,,,,,,Proposition 2 Rep,No,,,3
,,,,,,Proposition 2 Rep,,,,
,,,,,,Proposition 2 Rep,Total ,,,46
,,,,,,Proposition 2 Rep,Overvotes,,,0
,,,,,,Proposition 2 Rep,Undervotes,,,2
,,,,,,Proposition 2 Rep,,,,
,,,,,,Proposition 2 Rep,,,,
,,,,,,Proposition 3 Rep,Yes,,,42
,,,,,,Proposition 3 Rep,No,,,5
,,,,,,Proposition 3 Rep,,,,
,,,,,,Proposition 3 Rep,Total ,,,47
,,,,,,Proposition 3 Rep,Overvotes,,,0
,,,,,,Proposition 3 Rep,Undervotes,,,1
,,,,,,Proposition 3 Rep,,,,
,,,,,,Proposition 3 Rep,,,,
,,,,,,Proposition 4 Rep,Yes,,,44
,,,,,,Proposition 4 Rep,No,,,3
,,,,,,Proposition 4 Rep,,,,
,,,,,,Proposition 4 Rep,Total,,,47
,,,,,,Proposition 4 Rep,Overvotes ,,,0
,,,,,,Proposition 4 Rep,Undervotes,,,1
,,,,,,Proposition 4 Rep,,,,
,,,,,,Proposition 4 Rep,,,,
,,,,,,Proposition 5 Rep,Yes,,,39
,,,,,,Proposition 5 Rep,No,,,6
,,,,,,Proposition 5 Rep,,,,
,,,,,,Proposition 5 Rep,Total,,,45
,,,,,,Proposition 5 Rep,Overvotes,,,0
,,,,,,Proposition 5 Rep,Undervotes,,,3
,,,,,,Proposition 5 Rep,,,,
,,,,,,Proposition 5 Rep,,,,
,,,,,,Proposition 6 Rep,Yes,,,45
,,,,,,Proposition 6 Rep,No,,,1
,,,,,,Proposition 6 Rep,,,,
,,,,,,Proposition 6 Rep,Total,,,46
,,,,,,Proposition 6 Rep,Overvotes,,,0
,,,,,,Proposition 6 Rep,Undervotes,,,2
,,,,,,Proposition 6 Rep,,,,
,,,,,,Proposition 6 Rep,,,,
,,,,,,Proposition 7 Rep,Yes,,,33
,,,,,,Proposition 7 Rep,No,,,13
,,,,,,Proposition 7 Rep,,,,
,,,,,,Proposition 7 Rep,Total,,,46
,,,,,,Proposition 7 Rep,Overvotes,,,0
,,,,,,Proposition 7 Rep,Undervotes,,,2
,,,,,,Proposition 7 Rep,,,,
,,,,,,Proposition 7 Rep,,,,
,,,,,,Proposition 8 Rep,Yes,,,46
,,,,,,Proposition 8 Rep,No,,,1
,,,,,,Proposition 8 Rep,,,,
,,,,,,Proposition 8 Rep,Total,,,47
,,,,,,Proposition 8 Rep,Overvotes,,,0
,,,,,,Proposition 8 Rep,Undervotes,,,1
,,,,,,Proposition 8 Rep,,,,
,,,,,,Proposition 8 Rep,,,,
,,,,,,Proposition 9 Rep,Yes,,,41
,,,,,,Proposition 9 Rep,No,,,6
,,,,,,Proposition 9 Rep,,,,
,,,,,,Proposition 9 Rep,Total,,,47
,,,,,,Proposition 9 Rep,Overvotes,,,0
,,,,,,Proposition 9 Rep,Undervotes,,,1
,,,,,,Proposition 9 Rep,,,,
,,,,,,Proposition 9 Rep,,,,
,,,,,,Proposition 10 Rep,Yes,,,43
,,,,,,Proposition 10 Rep,No,,,3
,,,,,,Proposition 10 Rep,,,,
,,,,,,Proposition 10 Rep,Total,,,46
,,,,,,Proposition 10 Rep,Overvotes,,,0
,,,,,,Proposition 10 Rep,Undervotes,,,2
,,,,,,Proposition 10 Rep,,,,
,,,,,,Proposition 11 Rep,Yes,,,42
,,,,,,Proposition 11 Rep,No,,,4
,,,,,,Proposition 11 Rep,,,,
,,,,,,Proposition 11 Rep,Total,,,46
,,,,,,Proposition 11 Rep,Overvotes,,,0
,,,,,,Proposition 11 Rep,Undervotes,,,2
,,,,,,Proposition 11 Rep,,,,
,,,,,,Proposition 11 Rep,,,,
,,,,,12,United State Senator,Bruce Jacobson Jr.,,,1
,,,,,,United State Senator,Red Cruz,,,39
,,,,,,United State Senator,Mary Miller,,,2
,,,,,,United State Senator,Stefano De Stefano,,,1
,,,,,,United State Senator,Geraldine Sam,,,0
,,,,,,United State Senator,,,,
,,,,,,United State Senator,Total,,,43
,,,,,,United State Senator,Overvotes,,,0
,,,,,,United State Senator,Undervotes,,,1
,,,,,,United State Senator,,,,
,,,,,,United State Senator,,,,
,,,,,,"US Representative, District 27",Eddie Gassman,,,2
,,,,,,"US Representative, District 27",Jerry Hall,,,6
,,,,,,"US Representative, District 27",Bech Bruun,,,9
,,,,,,"US Representative, District 27",Christopher K. Mapp,,,6
,,,,,,"US Representative, District 27",John Grunwald,,,2
,,,,,,"US Representative, District 27",Michael Cloud,,,12
,,,,,,"US Representative, District 27",,,,
,,,,,,"US Representative, District 27",Total,,,37
,,,,,,"US Representative, District 27",Overvotes,,,0
,,,,,,"US Representative, District 27",Undervotes,,,7
,,,,,,"US Representative, District 27",,,,
,,,,,,"US Representative, District 27",,,,
,,,,,,Governor,Greg Abbott,,,41
,,,,,,Governor,Barbara Krueger,,,2
,,,,,,Governor,SECEDE Kilgore,,,0
,,,,,,Governor,,,,
,,,,,,Governor,Total,,,43
,,,,,,Governor,Overvotes,,,0
,,,,,,Governor,Undervotes,,,1
,,,,,,Governor,,,,
,,,,,,Governor,,,,
,,,,,,Lieutenant Governor,Scott Milder,,,8
,,,,,,Lieutenant Governor,Dan Patrick,,,35
,,,,,,Lieutenant Governor,,,,
,,,,,,Lieutenant Governor,Total,,,43
,,,,,,Lieutenant Governor,Overvotes,,,0
,,,,,,Lieutenant Governor,Undervotes,,,1
,,,,,,Lieutenant Governor,,,,
,,,,,,Lieutenant Governor,,,,
,,,,,,Attorney General,Ken Paxton,,,39
,,,,,,Attorney General,,,,
,,,,,,Attorney General,Total,,,39
,,,,,,Attorney General,Overvotes,,,0
,,,,,,Attorney General,Undervotes,,,5
,,,,,,Attorney General,,,,
,,,,,,Attorney General,,,,
,,,,,,Comptroller of Public Accounts,Glenn Hegar,,,37
,,,,,,Comptroller of Public Accounts,,,,
,,,,,,Comptroller of Public Accounts,Total,,,37
,,,,,,Comptroller of Public Accounts,Overvotes,,,0
,,,,,,Comptroller of Public Accounts,Undervotes,,,7
,,,,,,Comptroller of Public Accounts,,,,
,,,,,,Comptroller of Public Accounts,,,,
,,,,,,Commissioner of the General Land Office,George P. Bush,,,27
,,,,,,Commissioner of the General Land Office,Jerry Patterson,,,12
,,,,,,Commissioner of the General Land Office,Rick Range,,,1
,,,,,,Commissioner of the General Land Office,Davey Edwards,,,1
,,,,,,Commissioner of the General Land Office,,,,
,,,,,,Commissioner of the General Land Office,Total,,,41
,,,,,,Commissioner of the General Land Office,Overvotes,,,0
,,,,,,Commissioner of the General Land Office,Undervotes,,,3
,,,,,,Commissioner of the General Land Office,,,,
,,,,,,Commissioner of the General Land Office,,,,
,,,,,,Commissioner of Agriculture,Trey Blocker,,,11
,,,,,,Commissioner of Agriculture,Jim Hogan,,,7
,,,,,,Commissioner of Agriculture,Sid Miller,,,17
,,,,,,Commissioner of Agriculture,,,,
,,,,,,Commissioner of Agriculture,Total ,,,35
,,,,,,Commissioner of Agriculture,Overvotes,,,0
,,,,,,Commissioner of Agriculture,Undervotes,,,9
,,,,,,Commissioner of Agriculture,,,,
,,,,,,Commissioner of Agriculture,,,,
,,,,,,Railroad Commissioner,Weston Martinez,,,8
,,,,,,Railroad Commissioner,Christi Craddick,,,30
,,,,,,Railroad Commissioner,,,,
,,,,,,Railroad Commissioner,Total,,,38
,,,,,,Railroad Commissioner,Overvotes,,,0
,,,,,,Railroad Commissioner,Undervotes,,,6
,,,,,,Railroad Commissioner,,,,
,,,,,,Railroad Commissioner,,,,
,,,,,,"Justice, Supreme Court, Place 2",Jimmy Blacklock,,,31
,,,,,,"Justice, Supreme Court, Place 2",,,,
,,,,,,"Justice, Supreme Court, Place 2",Total,,,31
,,,,,,"Justice, Supreme Court, Place 2",Overvotes,,,0
,,,,,,"Justice, Supreme Court, Place 2",Undervotes,,,13
,,,,,,"Justice, Supreme Court, Place 2",,,,
,,,,,,"Justice, Supreme Court, Place 2",,,,
,,,,,,"Justice, Supreme Court, Place 4",John Devine,,,33
,,,,,,"Justice, Supreme Court, Place 4",,,,
,,,,,,"Justice, Supreme Court, Place 4",Total,,,33
,,,,,,"Justice, Supreme Court, Place 4",Overvotes,,,0
,,,,,,"Justice, Supreme Court, Place 4",Undervotes,,,11
,,,,,,"Justice, Supreme Court, Place 4",,,,
,,,,,,"Justice, Supreme Court, Place 4",,,,
,,,,,,"Justice, Supreme Court, Place 6",Jeff Brown,,,32
,,,,,,"Justice, Supreme Court, Place 6",,,,
,,,,,,"Justice, Supreme Court, Place 6",Total,,,32
,,,,,,"Justice, Supreme Court, Place 6",Overvotes,,,0
,,,,,,"Justice, Supreme Court, Place 6",Undervotes,,,12
,,,,,,"Justice, Supreme Court, Place 6",,,,
,,,,,,"Justice, Supreme Court, Place 6",,,,
,,,,,,"Presiding Judge, Ct of Criminal Appeals",David Bridges,,,21
,,,,,,"Presiding Judge, Ct of Criminal Appeals",Sharon Keller,,,14
,,,,,,"Presiding Judge, Ct of Criminal Appeals",,,,
,,,,,,"Presiding Judge, Ct of Criminal Appeals",Total,,,35
,,,,,,"Presiding Judge, Ct of Criminal Appeals",Overvotes,,,0
,,,,,,"Presiding Judge, Ct of Criminal Appeals",Undervotes,,,9
,,,,,,"Presiding Judge, Ct of Criminal Appeals",,,,
,,,,,,"Presiding Judge, Ct of Criminal Appeals",,,,
,,,,,,"Judge, Court of Criminal Appeals, Pl 7",Barbara Parker Hervey,,,32
,,,,,,"Judge, Court of Criminal Appeals, Pl 7",,,,
,,,,,,"Judge, Court of Criminal Appeals, Pl 7",Total,,,32
,,,,,,"Judge, Court of Criminal Appeals, Pl 7",Overvotes,,,0
,,,,,,"Judge, Court of Criminal Appeals, Pl 7",Undervotes,,,12
,,,,,,"Judge, Court of Criminal Appeals, Pl 7",,,,
,,,,,,"Judge, Court of Criminal Appeals, Pl 7",,,,
,,,,,,"Judge, Court of Criminal Appeals, Pl 8",Jay Brandon,,,10
,,,,,,"Judge, Court of Criminal Appeals, Pl 8",Dib Waldrip,,,5
,,,,,,"Judge, Court of Criminal Appeals, Pl 8",Michelle Slaughter,,,18
,,,,,,"Judge, Court of Criminal Appeals, Pl 8",,,,
,,,,,,"Judge, Court of Criminal Appeals, Pl 8",Total,,,33
,,,,,,"Judge, Court of Criminal Appeals, Pl 8",Overvotes,,,0
,,,,,,"Judge, Court of Criminal Appeals, Pl 8",Undervotes,,,11
,,,,,,"Judge, Court of Criminal Appeals, Pl 8",,,,
,,,,,,"Judge, Court of Criminal Appeals, Pl 8",,,,
,,,,,,"State Representative, District 17",John P. Cyrier,,,37
,,,,,,"State Representative, District 17",,,,
,,,,,,"State Representative, District 17",Total,,,37
,,,,,,"State Representative, District 17",Overvotes,,,0
,,,,,,"State Representative, District 17",Undervotes,,,7
,,,,,,"State Representative, District 17",,,,
,,,,,,"State Representative, District 17",,,,
,,,,,,"Chief Justice, 13th Ct of Appeals Dist",Ernie Aliseda,,,31
,,,,,,"Chief Justice, 13th Ct of Appeals Dist",,,,
,,,,,,"Chief Justice, 13th Ct of Appeals Dist",Total,,,31
,,,,,,"Chief Justice, 13th Ct of Appeals Dist",Overvotes,,,0
,,,,,,"Chief Justice, 13th Ct of Appeals Dist",Undervotes,,,13
,,,,,,"Chief Justice, 13th Ct of Appeals Dist",,,,
,,,,,,"Chief Justice, 13th Ct of Appeals Dist",,,,
,,,,,,"Justice, 13th Ct of App Dist, Pl 2",Greg Perkes,,,32
,,,,,,"Justice, 13th Ct of App Dist, Pl 2",,,,
,,,,,,"Justice, 13th Ct of App Dist, Pl 2",Total,,,32
,,,,,,"Justice, 13th Ct of App Dist, Pl 2",Overvotes,,,0
,,,,,,"Justice, 13th Ct of App Dist, Pl 2",Undervotes,,,12
,,,,,,"Justice, 13th Ct of App Dist, Pl 2",,,,
,,,,,,"Justice, 13th Ct of App Dist, Pl 2",,,,
,,,,,,"Justice, 13th Ct of App Dist, Pl 4",Jaime Tijerina,,,32
,,,,,,"Justice, 13th Ct of App Dist, Pl 4",,,,
,,,,,,"Justice, 13th Ct of App Dist, Pl 4",Total,,,32
,,,,,,"Justice, 13th Ct of App Dist, Pl 4",Overvotes,,,0
,,,,,,"Justice, 13th Ct of App Dist, Pl 4",Undervotes,,,12
,,,,,,"Justice, 13th Ct of App Dist, Pl 4",,,,
,,,,,,"Justice, 13th Ct of App Dist, Pl 5",Clarissa Silva,,,31
,,,,,,"Justice, 13th Ct of App Dist, Pl 5",,,,
,,,,,,"Justice, 13th Ct of App Dist, Pl 5",Total,,,31
,,,,,,"Justice, 13th Ct of App Dist, Pl 5",Overvotes,,,0
,,,,,,"Justice, 13th Ct of App Dist, Pl 5",Undervotes,,,13
,,,,,,"Justice, 13th Ct of App Dist, Pl 5",,,,
,,,,,,"Justice, 13th Ct of App Dist, Pl 5",,,,
,,,,,,County Judge,Patrick (Pat) Davis,,,43
,,,,,,County Judge,,,,
,,,,,,County Judge,Total,,,43
,,,,,,County Judge,Overvotes,,,0
,,,,,,County Judge,Undervotes,,,1
,,,,,,County Judge,,,,
,,,,,,County Judge,,,,
,,,,,,Districk Clerk,Janice Sutton,,,39
,,,,,,Districk Clerk,,,,
,,,,,,Districk Clerk,Total,,,39
,,,,,,Districk Clerk,Overvotes,,,0
,,,,,,Districk Clerk,Undervotes,,,5
,,,,,,Districk Clerk,,,,
,,,,,,Districk Clerk,,,,
,,,,,,County Clerk,Lona Ackman,,,40
,,,,,,County Clerk,,,,
,,,,,,County Clerk,Total,,,40
,,,,,,County Clerk,Overvotes,,,0
,,,,,,County Clerk,Undervotes,,,4
,,,,,,County Clerk,,,,
,,,,,,County Clerk,,,,
,,,,,,County Treasurer,Sheryl Barborak,,,26
,,,,,,County Treasurer,Jo Ann Mercer,,,17
,,,,,,County Treasurer,,,,
