Contest,Precinct,Choice,Votes,CastTotal,UnderVotes,OverVotes,InvalidVotes,RejectedCategoryName,RejectedWriteInVotes,UnresolvedCategoryName,UnresolvedWriteInVotes,VotingTypeName,BallotsCast,TotalBallotsCast,RegisteredVotes,TurnoutPercentage
"Presiding Judge, Court of Criminal Appeals - REPUBLICAN PARTY",21,Sharon Keller,51,181,74,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,255,1228,20.77 %
"Presiding Judge, Court of Criminal Appeals - REPUBLICAN PARTY",21,,,181,74,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,53,255,1228,20.77 %
"Presiding Judge, Court of Criminal Appeals - REPUBLICAN PARTY",21,,,181,74,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,25,255,1228,20.77 %
"Presiding Judge, Court of Criminal Appeals - REPUBLICAN PARTY",21,,,181,74,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,177,255,1228,20.77 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",1,Barbara Parker Hervey,46,46,25,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,71,406,17.49 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",1,,,46,25,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,34,71,406,17.49 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",1,,,46,25,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,13,71,406,17.49 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",1,,,46,25,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,24,71,406,17.49 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",2,Barbara Parker Hervey,44,44,11,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,55,528,10.42 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",2,,,44,11,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,25,55,528,10.42 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",2,,,44,11,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,5,55,528,10.42 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",2,,,44,11,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,25,55,528,10.42 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",3,Barbara Parker Hervey,203,203,124,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,327,1815,18.02 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",3,,,203,124,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,145,327,1815,18.02 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",3,,,203,124,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,16,327,1815,18.02 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",3,,,203,124,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,166,327,1815,18.02 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",4,Barbara Parker Hervey,231,231,107,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,338,1515,22.31 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",4,,,231,107,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,71,338,1515,22.31 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",4,,,231,107,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,28,338,1515,22.31 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",4,,,231,107,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,239,338,1515,22.31 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",5,Barbara Parker Hervey,404,404,102,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,506,2675,18.92 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",5,,,404,102,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,218,506,2675,18.92 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",5,,,404,102,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,69,506,2675,18.92 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",5,,,404,102,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,219,506,2675,18.92 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",6,Barbara Parker Hervey,756,756,190,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,946,4617,20.49 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",6,,,756,190,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,295,946,4617,20.49 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",6,,,756,190,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,67,946,4617,20.49 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",6,,,756,190,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,584,946,4617,20.49 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",7,Barbara Parker Hervey,112,112,46,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,158,728,21.70 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",7,,,112,46,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,45,158,728,21.70 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",7,,,112,46,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,12,158,728,21.70 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",7,,,112,46,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,101,158,728,21.70 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",8,Barbara Parker Hervey,102,102,43,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,145,1112,13.04 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",8,,,102,43,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,62,145,1112,13.04 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",8,,,102,43,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,11,145,1112,13.04 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",8,,,102,43,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,72,145,1112,13.04 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",9,Barbara Parker Hervey,101,101,37,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,138,809,17.06 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",9,,,101,37,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,49,138,809,17.06 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",9,,,101,37,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,13,138,809,17.06 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",9,,,101,37,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,76,138,809,17.06 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",10,Barbara Parker Hervey,192,192,84,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,276,2313,11.93 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",10,,,192,84,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,120,276,2313,11.93 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",10,,,192,84,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,19,276,2313,11.93 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",10,,,192,84,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,137,276,2313,11.93 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",11,Barbara Parker Hervey,56,56,28,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,84,377,22.28 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",11,,,56,28,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,49,84,377,22.28 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",11,,,56,28,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,5,84,377,22.28 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",11,,,56,28,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,30,84,377,22.28 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",12,Barbara Parker Hervey,17,17,11,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,28,335,8.36 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",12,,,17,11,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,24,28,335,8.36 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",12,,,17,11,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,0,28,335,8.36 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",12,,,17,11,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,4,28,335,8.36 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",13,Barbara Parker Hervey,63,63,18,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,81,400,20.25 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",13,,,63,18,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,44,81,400,20.25 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",13,,,63,18,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,10,81,400,20.25 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",13,,,63,18,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,27,81,400,20.25 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",14,Barbara Parker Hervey,123,123,27,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,150,1009,14.87 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",14,,,123,27,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,74,150,1009,14.87 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",14,,,123,27,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,17,150,1009,14.87 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",14,,,123,27,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,59,150,1009,14.87 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",15,Barbara Parker Hervey,159,159,39,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,198,1163,17.02 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",15,,,159,39,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,80,198,1163,17.02 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",15,,,159,39,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,20,198,1163,17.02 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",15,,,159,39,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,98,198,1163,17.02 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",16,Barbara Parker Hervey,725,725,325,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,1050,4165,25.21 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",16,,,725,325,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,309,1050,4165,25.21 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",16,,,725,325,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,113,1050,4165,25.21 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",16,,,725,325,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,628,1050,4165,25.21 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",17,Barbara Parker Hervey,172,172,44,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,216,1248,17.31 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",17,,,172,44,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,64,216,1248,17.31 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",17,,,172,44,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,18,216,1248,17.31 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",17,,,172,44,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,134,216,1248,17.31 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",18,Barbara Parker Hervey,33,33,19,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,52,732,7.10 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",18,,,33,19,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,18,52,732,7.10 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",18,,,33,19,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,1,52,732,7.10 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",18,,,33,19,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,33,52,732,7.10 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",19,Barbara Parker Hervey,183,183,46,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,229,5191,4.41 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",19,,,183,46,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,86,229,5191,4.41 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",19,,,183,46,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,88,229,5191,4.41 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",19,,,183,46,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,55,229,5191,4.41 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",20,Barbara Parker Hervey,182,182,45,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,227,5223,4.35 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",20,,,182,45,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,88,227,5223,4.35 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",20,,,182,45,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,70,227,5223,4.35 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",20,,,182,45,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,69,227,5223,4.35 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",21,Barbara Parker Hervey,174,174,81,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,255,1228,20.77 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",21,,,174,81,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,53,255,1228,20.77 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",21,,,174,81,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,25,255,1228,20.77 %
"Judge, Court of Criminal Appeals, Place 7 - REPUBLICAN PARTY",21,,,174,81,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,177,255,1228,20.77 %
"Judge, Court of Criminal Appeals, Place 8 - REPUBLICAN PARTY",1,Michelle Slaughter,23,50,21,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,71,406,17.49 %
"Judge, Court of Criminal Appeals, Place 8 - REPUBLICAN PARTY",1,Jay Brandon,23,50,21,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,71,406,17.49 %
"Judge, Court of Criminal Appeals, Place 8 - REPUBLICAN PARTY",1,Dib Waldrip,4,50,21,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,71,406,17.49 %
"Judge, Court of Criminal Appeals, Place 8 - REPUBLICAN PARTY",1,,,50,21,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,34,71,406,17.49 %
"Judge, Court of Criminal Appeals, Place 8 - REPUBLICAN PARTY",1,,,50,21,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,13,71,406,17.49 %
"Judge, Court of Criminal Appeals, Place 8 - REPUBLICAN PARTY",1,,,50,21,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,24,71,406,17.49 %
"Judge, Court of Criminal Appeals, Place 8 - REPUBLICAN PARTY",2,Michelle Slaughter,24,47,8,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,55,528,10.42 %
"Judge, Court of Criminal Appeals, Place 8 - REPUBLICAN PARTY",2,Jay Brandon,20,47,8,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,55,528,10.42 %
"Judge, Court of Criminal Appeals, Place 8 - REPUBLICAN PARTY",2,Dib Waldrip,3,47,8,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,55,528,10.42 %
"Judge, Court of Criminal Appeals, Place 8 - REPUBLICAN PARTY",2,,,47,8,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,25,55,528,10.42 %
"Judge, Court of Criminal Appeals, Place 8 - REPUBLICAN PARTY",2,,,47,8,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,5,55,528,10.42 %
"Judge, Court of Criminal Appeals, Place 8 - REPUBLICAN PARTY",2,,,47,8,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,25,55,528,10.42 %
"Judge, Court of Criminal Appeals, Place 8 - REPUBLICAN PARTY",3,Michelle Slaughter,91,208,119,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,327,1815,18.02 %
"Judge, Court of Criminal Appeals, Place 8 - REPUBLICAN PARTY",3,Jay Brandon,87,208,119,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,327,1815,18.02 %
"Judge, Court of Criminal Appeals, Place 8 - REPUBLICAN PARTY",3,Dib Waldrip,30,208,119,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,327,1815,18.02 %
"Judge, Court of Criminal Appeals, Place 8 - REPUBLICAN PARTY",3,,,208,119,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,145,327,1815,18.02 %
"Judge, Court of Criminal Appeals, Place 8 - REPUBLICAN PARTY",3,,,208,119,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,16,327,1815,18.02 %
"Judge, Court of Criminal Appeals, Place 8 - REPUBLICAN PARTY",3,,,208,119,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,166,327,1815,18.02 %
"Judge, Court of Criminal Appeals, Place 8 - REPUBLICAN PARTY",4,Michelle Slaughter,121,225,113,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,338,1515,22.31 %
"Judge, Court of Criminal Appeals, Place 8 - REPUBLICAN PARTY",4,Jay Brandon,76,225,113,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,338,1515,22.31 %
"Judge, Court of Criminal Appeals, Place 8 - REPUBLICAN PARTY",4,Dib Waldrip,28,225,113,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,338,1515,22.31 %
"Judge, Court of Criminal Appeals, Place 8 - REPUBLICAN PARTY",4,,,225,113,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,71,338,1515,22.31 %
